,CPI,CPI_CORE,CPI_CORE_M,CPI_CORE_PF,CPI_CORE_OM,CPI_CORE_S,CPI_CORE_SE,CPI_CORE_SH,CPI_CORE_SO,CPI_NCORE,CPI_NCORE_AG,CPI_NCORE_FV,CPI_NCORE_ME,CPI_NCORE_ER,CPI_NCORE_E,CPI_NCORE_R,Date
11/29/2001 19:00,50.361,54.9242,52.8461,42.0775,62.9125,56.5356,40.5615,61.2324,57.9894,38.0191,39.2724,39.7909,38.9664,36.99,33.2905,44.6785,11/1/2001
12/30/2001 19:00,50.3572,55.0659,52.9053,42.1438,62.9582,56.7841,40.981,61.4483,58.2143,37.5606,38.7377,37.9831,38.9371,36.943,32.9903,44.8294,12/1/2001
1/30/2002 19:00,50.6399,55.19,52.8558,42.1228,62.8895,57.13,41.3778,61.6696,58.5656,38.2765,39.6734,41.1619,38.7111,37.1792,32.6063,46.2689,1/1/2002
2/27/2002 19:00,50.6001,55.4318,52.968,42.2199,62.9835,57.5133,41.7169,62.0728,58.9782,37.8194,37.6649,36.6344,38.3775,37.8747,33.6902,46.3534,2/1/2002
3/30/2002 19:00,50.8315,55.5773,53.068,42.4354,62.9455,57.7795,42.1205,62.3947,59.1818,38.1457,37.7607,37.0754,38.1947,38.3736,34.168,46.6504,3/1/2002
4/29/2002 19:00,51.2646,55.8822,53.1879,42.5875,63.0231,58.2115,42.4549,62.7135,59.681,38.7045,38.3898,38.6866,38.0733,38.8725,35.1867,46.9304,4/1/2002
5/30/2002 19:00,51.5584,56.0258,53.2573,42.723,63.0013,58.4621,42.7541,63.0477,59.8645,39.3956,38.7554,39.949,38.0832,39.8907,36.3376,47.1739,5/1/2002
6/29/2002 19:00,51.907,56.2044,53.3202,42.8146,63.0391,58.7748,43.0972,63.3932,60.138,40.0777,39.8949,42.6239,38.1503,40.3385,36.9008,47.4893,6/1/2002
7/30/2002 19:00,52.1997,56.4052,53.4408,42.9526,63.1346,59.0638,43.4416,63.7203,60.3608,40.4996,40.5555,43.9456,38.5574,40.4771,37.0002,47.7476,7/1/2002
8/30/2002 19:00,52.3955,56.6407,53.5655,43.1099,63.2198,59.3885,43.7384,64.0484,60.6282,40.7243,40.6364,43.4807,38.7507,40.802,37.2973,47.974,8/1/2002
9/29/2002 19:00,52.5978,56.8424,53.6347,43.2304,63.2442,59.6838,43.9873,64.3415,60.8591,40.825,40.1837,42.2884,38.7729,41.1475,37.7255,48.2825,9/1/2002
10/30/2002 19:00,52.7949,57.0145,53.7871,43.432,63.3108,59.9071,44.3585,64.6184,60.9953,41.133,40.0816,41.5974,38.9209,41.6979,38.3695,48.4981,10/1/2002
11/29/2002 19:00,53.0056,57.1571,53.8244,43.5576,63.2892,60.1523,44.7896,64.9034,61.1811,41.6046,41.068,44.5789,38.8799,41.9413,38.6408,48.7096,11/1/2002
12/30/2002 19:00,53.1958,57.2948,53.8864,43.659,63.3193,60.3712,45.1886,65.1384,61.3388,41.8032,42.0649,46.4147,38.8579,41.9224,38.4642,48.7208,12/1/2002
1/30/2003 19:00,53.2747,57.4467,53.9183,43.7384,63.3413,60.6442,45.565,65.3328,61.5851,41.8677,41.3357,44.824,39.0262,42.1757,39.0699,48.5001,1/1/2003
2/27/2003 19:00,53.4256,57.6077,54.0135,43.8705,63.3715,60.8685,46.0441,65.5244,61.7717,42.0654,41.5758,45.3437,39.4176,42.2202,39.2307,48.3781,2/1/2003
3/30/2003 19:00,53.7682,57.8206,54.1872,44.103,63.4918,61.1507,46.4277,65.8253,62.0158,42.5999,42.6833,47.4325,39.8109,42.4105,39.6107,48.5289,3/1/2003
4/29/2003 19:00,53.9057,58.0019,54.291,44.2608,63.5435,61.3941,46.7818,66.0175,62.2865,42.5883,42.4035,45.6838,40.2085,42.5632,39.5719,48.6175,4/1/2003
5/30/2003 19:00,54.0204,58.2486,54.4336,44.4302,63.6573,61.7165,47.0803,66.2422,62.6896,42.3295,42.2482,45.4297,40.3862,42.3499,39.3044,48.7412,5/1/2003
6/29/2003 19:00,54.1707,58.3959,54.4933,44.5767,63.6275,61.9581,47.3676,66.4834,62.9267,42.4808,42.524,45.7771,40.4723,42.5744,39.5219,48.9533,6/1/2003
7/30/2003 19:00,54.3629,58.5782,54.5823,44.7134,63.6687,62.2324,47.6921,66.684,63.2132,42.6312,42.4277,45.8208,40.3739,42.7562,39.7065,49.1707,7/1/2003
8/30/2003 19:00,54.5099,58.8293,54.7214,44.8607,63.7951,62.573,48.4404,66.9458,63.4218,42.622,41.9723,44.5789,40.2574,43.0416,39.9807,49.3684,8/1/2003
9/29/2003 19:00,54.7023,58.9403,54.8191,44.9551,63.9011,62.6791,47.9604,67.1673,63.5924,42.9421,42.2974,44.7649,40.6493,43.254,40.2382,49.576,9/1/2003
10/30/2003 19:00,54.8553,59.1018,54.9353,45.0968,63.9542,62.9118,48.3712,67.4059,63.7829,43.1027,42.6066,44.7166,41.0729,43.3604,40.2285,49.7889,10/1/2003
11/29/2003 19:00,55.0759,59.2912,55.0963,45.3635,64.0441,63.1241,48.8085,67.6063,63.9512,43.4688,43.1974,45.621,41.7593,43.6681,40.5897,50.0213,11/1/2003
12/30/2003 19:00,55.2663,59.4821,55.258,45.6507,64.0979,63.3447,49.1753,67.8022,64.149,43.5893,43.5666,45.317,42.0397,43.8162,40.6859,49.9802,12/1/2003
1/30/2004 19:00,55.5228,59.6377,55.4029,45.887,64.1701,63.5184,49.4968,67.9354,64.2554,44.2446,44.328,45.8888,43.1933,44.0793,40.7904,50.8111,1/1/2004
2/28/2004 19:00,55.8592,59.8037,55.5659,46.1416,64.2226,63.6705,49.8762,68.0757,64.3677,45.0696,45.7897,49.0575,43.9214,44.5619,41.2097,51.4621,2/1/2004
3/30/2004 19:00,56.0442,59.9883,55.7241,46.3963,64.2839,63.934,50.2212,68.4801,64.4852,45.0745,45.2857,45.9572,44.7809,44.8611,41.4889,51.9486,3/1/2004
4/29/2004 19:00,56.1754,60.204,55.8679,46.6381,64.3321,64.1816,50.5667,68.7978,64.6206,45.0712,44.5217,43.9928,44.5973,45.2902,41.8241,52.6245,4/1/2004
5/30/2004 19:00,56.3759,60.4127,56.0456,46.8924,64.4401,64.4068,50.8943,69.0477,64.781,45.1885,44.2469,43.8271,44.6356,45.7145,42.3322,52.7753,5/1/2004
6/29/2004 19:00,56.5879,60.6346,56.2799,47.1977,64.5945,64.6198,51.1946,69.2355,65.0121,45.3423,44.1185,42.7656,44.8503,46.213,42.9637,52.9542,6/1/2004
7/30/2004 19:00,56.8083,60.8206,56.4972,47.5001,64.7279,64.7844,51.5642,69.4273,65.0124,45.6174,44.0517,42.039,45.2429,46.5866,43.3984,53.2384,7/1/2004
8/30/2004 19:00,57.1401,61.0359,56.7001,47.801,64.8346,64.992,51.8552,69.5941,65.2106,46.3683,45.4517,44.2102,46.0271,46.9417,43.8224,53.4051,8/1/2004
9/29/2004 19:00,57.4546,61.2201,56.8958,48.0664,64.9671,65.174,51.7692,69.7912,65.4005,46.9461,46.3797,46.2474,46.3153,47.1948,44.1459,53.5683,9/1/2004
10/30/2004 19:00,57.8007,61.4277,57.1086,48.3368,65.0946,65.3882,52.2317,69.937,65.6391,47.6667,48.1321,50.296,46.5659,47.3851,44.2742,53.8115,10/1/2004
11/29/2004 19:00,58.0442,61.6135,57.2391,48.5356,65.1932,65.6106,52.611,70.1223,65.8582,48.0759,49.0821,52.6096,46.9361,47.509,44.3701,54.0164,11/1/2004
12/30/2004 19:00,58.1008,61.7975,57.3753,48.8119,65.2005,65.8269,52.9568,70.2942,66.0923,47.7895,47.9821,48.4237,47.316,47.7862,44.6071,54.1235,12/1/2004
1/30/2005 19:00,58.0399,61.9702,57.4954,48.8868,65.3645,66.0791,53.4107,70.4074,66.3424,47.2174,45.8962,43.329,47.3866,47.8605,44.7508,54.2245,1/1/2005
2/27/2005 19:00,58.234,62.1268,57.6272,49.0072,65.493,66.2393,53.6874,70.4997,66.5365,47.5303,47.0649,46.4729,47.501,47.8123,44.7084,54.2156,2/1/2005
3/30/2005 19:00,58.4332,62.2339,57.7643,49.1717,65.5988,66.3761,53.9911,70.5918,66.7067,47.9196,47.7417,47.6294,47.6758,47.9909,44.6676,54.495,3/1/2005
4/29/2005 19:00,58.8252,62.4483,57.9067,49.3272,65.7266,66.599,54.2532,70.6735,66.9375,48.6482,49.3992,52.013,47.6399,48.0728,45.2447,54.7516,4/1/2005
5/30/2005 19:00,59.0079,62.5959,58.062,49.5028,65.8739,66.7448,54.5321,70.7556,67.128,49.0069,50.5107,55.3329,47.746,47.976,44.6536,54.9348,5/1/2005
6/29/2005 19:00,59.0827,62.7884,58.2584,49.7256,66.0287,66.9359,54.8476,70.8912,67.3497,48.7328,49.5566,51.9453,48.0613,48.3096,44.9658,55.1856,6/1/2005
7/30/2005 19:00,59.3513,62.9793,58.3936,49.876,66.1491,67.186,55.1223,71.0752,67.5885,49.1934,50.1692,52.7169,48.5104,48.5661,45.3097,55.2903,7/1/2005
8/30/2005 19:00,59.4011,63.1188,58.4971,50.034,66.189,67.3495,55.3794,71.2312,67.7344,49.074,49.5396,50.9608,48.4921,48.7641,45.5633,55.3976,8/1/2005
9/29/2005 19:00,59.4671,63.2745,58.6233,50.2159,66.2717,67.5433,55.4117,71.4402,67.887,48.8356,48.3667,47.9858,48.3607,49.0069,45.8083,55.6326,9/1/2005
10/30/2005 19:00,59.5538,63.4559,58.7638,50.3365,66.4168,67.7665,55.8784,71.6948,68.0656,48.6603,47.6715,46.5625,48.1494,49.3817,46.3069,55.7841,10/1/2005
11/29/2005 19:00,59.7253,63.63,58.8743,50.4661,66.5412,67.9923,56.2139,71.8933,68.269,48.865,47.015,45.7775,47.864,50.0377,47.1776,55.9907,11/1/2005
12/30/2005 19:00,60.0029,63.8045,58.9886,50.5768,66.6592,68.2086,56.5308,72.0777,68.5102,49.4336,47.8813,47.6663,47.7537,50.4357,47.6486,56.0907,12/1/2005
1/30/2006 19:00,60.3147,63.8926,59.0831,50.6196,66.7923,68.3304,56.8201,72.2656,68.4629,50.4001,49.3543,51.9119,47.6264,50.8169,48.2954,55.9178,1/1/2006
2/27/2006 19:00,60.4049,64.034,59.192,50.7965,66.8317,68.4692,57.1599,72.3987,68.5468,50.3423,49.9916,54.2322,47.532,50.6502,48.193,55.7173,2/1/2006
3/30/2006 19:00,60.4921,64.2822,59.3524,50.981,66.9624,68.8242,57.4574,72.7436,68.9169,49.9091,48.4067,49.9586,47.3578,50.8101,48.6186,55.9151,3/1/2006
4/29/2006 19:00,60.6401,64.467,59.488,51.1146,67.0992,69.0712,57.738,73.0145,69.1373,49.9874,47.9086,48.7373,47.2957,51.1178,48.8379,55.9512,4/1/2006
5/30/2006 19:00,60.7991,64.644,59.5645,51.2331,67.1449,69.3203,58.0345,73.314,69.3154,50.0977,48.6063,50.5664,47.5367,50.9499,48.5627,56.1401,5/1/2006
6/29/2006 19:00,60.9886,64.8659,59.7406,51.4501,67.2688,69.5813,58.3041,73.6488,69.5285,50.1573,48.6083,50.1355,47.607,51.1936,48.7692,56.3109,6/1/2006
7/30/2006 19:00,61.1713,65.0804,59.9208,51.6955,67.3846,69.8379,58.5679,73.8698,69.7619,50.2406,48.2994,49.0712,47.7057,51.4348,49.0193,56.5435,7/1/2006
8/30/2006 19:00,61.4633,65.2566,60.091,51.8975,67.4991,70.0146,58.7559,74.08,69.9255,50.9056,49.7337,52.2084,48.0342,51.6224,49.1502,56.8782,8/1/2006
9/29/2006 19:00,61.9047,65.4869,60.3426,52.2767,67.6436,70.2196,58.7596,74.2207,70.1802,51.8549,51.892,56.3267,48.7537,51.6952,49.1969,56.9943,9/1/2006
10/30/2006 19:00,62.1172,65.6663,60.5334,52.4768,67.8278,70.3942,59.1973,74.3688,70.3542,52.1282,53.1173,58.9741,49.1636,51.6322,49.0186,57.175,10/1/2006
11/29/2006 19:00,62.1724,65.8882,60.7737,52.8611,67.9601,70.5956,59.4982,74.5222,70.538,51.7993,51.5324,55.0289,49.3333,51.9844,49.4217,57.327,11/1/2006
12/30/2006 19:00,62.422,66.1219,61.0027,53.1412,68.1287,70.8172,59.8017,74.7612,70.7456,52.0921,51.8819,55.2387,49.5557,52.2127,49.6735,57.4967,12/1/2006
1/30/2007 19:00,62.6969,66.3783,61.3374,53.7158,68.2122,71.0272,60.0548,74.9839,70.8912,52.5035,52.1088,55.6543,49.8658,52.5352,49.9167,57.7525,1/1/2007
2/27/2007 19:00,62.8671,66.569,61.4891,53.8869,68.3459,71.2334,60.3613,75.1567,71.1058,52.5804,52.8468,57.3987,50.1375,52.5835,50.0311,57.8492,2/1/2007
3/30/2007 19:00,63.0187,66.7231,61.6248,54.0187,68.4828,71.4281,60.6474,75.3515,71.2838,52.5744,52.575,56.6197,49.9975,52.5539,50.0184,57.974,3/1/2007
4/29/2007 19:00,63.0645,66.8883,61.7851,54.1738,68.6469,71.5859,60.9214,75.5247,71.3265,52.4742,52.4924,55.561,50.4781,52.2917,49.7862,58.0169,4/1/2007
5/30/2007 19:00,63.2156,67.0762,61.9436,54.3568,68.7916,71.7894,61.1928,75.6786,71.5755,52.4454,51.6125,52.4721,51.0936,52.8979,50.4399,58.2335,5/1/2007
6/29/2007 19:00,63.4277,67.2913,62.1781,54.7196,68.889,71.9854,61.5038,75.827,71.7699,52.6217,51.8165,52.113,51.4635,53.173,50.6714,58.4269,6/1/2007
7/30/2007 19:00,63.7059,67.5336,62.4852,55.1744,69.0524,72.1709,61.7843,76.0068,71.9006,52.9738,52.2852,53.2213,51.5446,53.3775,50.8969,58.595,7/1/2007
8/30/2007 19:00,63.9481,67.7897,62.7487,55.5578,69.1629,72.422,62.1176,76.2511,72.1333,53.231,52.8115,54.3797,51.7098,53.472,51.0261,58.6826,8/1/2007
9/29/2007 19:00,64.2711,68.0065,62.9772,55.9589,69.2487,72.621,62.2545,76.4604,72.2697,53.794,53.7506,56.0522,52.03,53.6854,51.2995,58.7859,9/1/2007
10/30/2007 19:00,64.4569,68.2605,63.2769,56.47,69.3551,72.8217,62.6442,76.6369,72.4965,53.756,53.5185,55.3448,52.1757,54.0472,51.748,59.0171,10/1/2007
11/29/2007 19:00,64.6243,68.4712,63.5551,56.9469,69.475,72.9789,62.9378,76.8211,72.5443,53.9067,54.0539,56.8662,52.2799,53.8079,51.2215,59.2035,11/1/2007
12/30/2007 19:00,64.7632,68.68,63.7696,57.148,69.6832,73.1678,63.2366,76.9995,72.7207,53.8409,53.6677,55.4126,52.4638,53.9149,51.3246,59.384,12/1/2007
1/30/2008 19:00,65.004,68.9177,63.9608,57.3949,69.7931,73.472,63.5699,77.3059,72.9675,54.1815,53.9677,56.0875,52.658,54.1528,51.5255,59.3555,1/1/2008
2/28/2008 19:00,65.183,69.1474,64.1842,57.7005,69.9448,73.6939,63.7992,77.6178,73.1546,54.1686,53.7685,55.3246,52.7369,54.5977,51.9191,60.1353,2/1/2008
3/30/2008 19:00,65.6094,69.4126,64.5187,58.1572,70.1631,73.9112,64.0823,77.8646,73.3573,55.0386,54.8364,57.1682,53.2843,55.1285,52.1962,60.997,3/1/2008
4/29/2008 19:00,65.9815,69.7941,64.8918,58.761,70.3057,74.2542,64.364,78.1418,73.6825,55.2835,55.2878,57.2035,53.8952,55.098,52.5815,61.2604,4/1/2008
5/30/2008 19:00,66.3544,70.1443,65.3275,59.4212,70.5262,74.5347,64.6292,78.4583,73.9823,55.7448,55.5058,57.256,54.3391,55.8419,53.2178,61.4895,5/1/2008
6/29/2008 19:00,66.7684,70.5056,65.7264,59.9487,70.7946,74.8591,64.907,78.7171,74.3761,56.2656,56.2995,58.6917,54.8248,56.2579,53.7057,61.633,6/1/2008
7/30/2008 19:00,67.1369,70.8206,66.0625,60.3614,71.0545,75.1561,65.245,78.9793,74.6863,56.7777,56.7642,58.4261,55.5363,56.7509,54.1308,62.249,7/1/2008
8/30/2008 19:00,67.5253,71.1991,66.5388,60.8988,71.4325,75.4587,65.5943,79.2128,75.0161,57.2244,56.903,57.7697,56.2354,57.3927,54.6627,63.1655,8/1/2008
9/29/2008 19:00,67.817,71.5284,66.8665,61.2545,71.7572,75.7749,65.9727,79.3987,75.3513,57.3983,56.3825,55.8584,56.5699,57.9527,55.0613,64.0596,9/1/2008
10/30/2008 19:00,68.2113,71.7631,67.029,61.359,71.9902,76.0768,66.3366,79.7824,75.6227,58.1396,57.6475,58.3742,57.0754,58.5606,55.7969,64.4754,10/1/2008
11/29/2008 19:00,68.6684,72.152,67.4825,61.9635,72.3369,76.4077,66.6286,80.093,75.9695,58.8676,59.2723,60.9459,58.1399,58.5872,55.513,64.9964,11/1/2008
12/30/2008 19:00,68.9933,72.4837,67.9303,62.5732,72.5966,76.6044,66.9166,80.2317,76.2021,59.1129,59.9402,61.3636,58.9206,58.5565,55.4172,65.2119,12/1/2008
1/30/2009 19:00,69.0715,72.7267,68.3214,62.9426,72.9727,76.7158,67.1699,80.342,76.1951,58.8514,59.7772,60.1467,59.5864,58.193,54.4803,65.635,1/1/2009
2/27/2009 19:00,69.1854,72.984,68.6787,63.1795,73.4558,76.8801,67.533,80.6437,76.224,58.5503,59.5349,58.023,60.2882,58.1107,54.3843,65.8324,2/1/2009
3/30/2009 19:00,69.6131,73.3487,69.106,63.6108,73.8903,77.128,67.7983,80.9383,76.4293,59.068,60.5849,59.5464,61.0733,58.1205,54.6252,65.94,3/1/2009
4/29/2009 19:00,69.9626,73.6723,69.5502,64.0481,74.3212,77.3774,68.0439,81.0175,76.8336,59.6677,61.7932,61.7259,61.5661,58.1663,54.4135,66.0562,4/1/2009
5/30/2009 19:00,70.3367,73.882,69.9272,64.3813,74.7382,77.4208,68.3111,81.1208,76.7102,60.3459,63.0553,64.8317,61.7313,58.6016,54.8985,66.2662,5/1/2009
6/29/2009 19:00,70.6034,74.1136,70.2601,64.677,75.1061,77.5533,68.5389,81.2622,76.7967,60.6734,63.737,66.8155,62.0507,58.7238,54.979,66.3737,6/1/2009
7/30/2009 19:00,70.7834,74.3719,70.5796,64.9327,75.4844,77.7442,68.8396,81.4319,76.9811,60.665,63.5729,66.1977,61.6557,58.7945,54.9683,66.5864,7/1/2009
8/30/2009 19:00,70.9714,74.5784,70.8799,65.2274,75.7502,77.8937,68.8636,81.5871,77.1514,60.8196,63.5141,66.9019,61.3243,59.0801,55.1021,67.2147,8/1/2009
9/29/2009 19:00,71.1764,74.811,71.1592,65.5817,75.9855,78.0674,68.8038,81.7592,77.3322,60.9709,63.8394,67.8886,61.2123,59.0767,54.9824,67.469,9/1/2009
10/30/2009 19:00,71.3027,75.0797,71.4121,65.9207,76.1758,78.3566,69.1501,81.933,77.766,60.6058,62.759,65.5103,60.9783,59.3006,55.2577,67.7079,10/1/2009
11/29/2009 19:00,71.3237,75.2534,71.5942,66.0985,76.3924,78.5145,69.4314,82.064,77.8861,60.3377,61.8809,63.2063,60.9416,59.3747,55.2812,67.9123,11/1/2009
12/30/2009 19:00,71.4599,75.4983,71.7208,66.1796,76.5403,78.8472,69.7124,82.3287,78.3206,60.1039,60.9498,60.7411,60.9179,59.5385,55.5284,68.0291,12/1/2009
1/30/2010 19:00,72.1467,75.9791,72.2071,66.6409,77.0152,79.3139,70.0062,82.6583,78.9152,61.4139,62.8462,65.4129,61.1427,60.4814,56.0531,69.4481,1/1/2010
2/27/2010 19:00,72.4957,76.1904,72.4688,66.9774,77.2055,79.5097,70.2913,82.9119,79.092,62.0637,63.7671,67.4452,61.2142,61.1564,56.5526,70.7168,2/1/2010
3/30/2010 19:00,72.9918,76.4154,72.6045,67.0965,77.3829,79.7648,70.5663,83.0762,79.4531,63.3038,66.0711,73.6925,61.3117,61.6075,56.9093,71.4349,3/1/2010
4/29/2010 19:00,72.9797,76.6034,72.7811,67.1825,77.6176,79.9842,70.8218,83.1666,79.7279,62.8724,64.0191,67.9097,61.3539,62.0073,57.4944,71.9066,4/1/2010
5/30/2010 19:00,73.0944,76.8006,72.9677,67.3433,77.8242,80.2105,71.0745,83.3725,79.9599,62.646,63.146,65.5431,61.4787,62.2974,57.4189,72.1528,5/1/2010
6/29/2010 19:00,73.2131,76.9626,73.0583,67.3584,77.9928,80.4444,71.3331,83.5729,80.2251,62.5887,62.4967,64.9955,61.4736,62.5948,57.6276,72.596,6/1/2010
7/30/2010 19:00,73.3543,77.1557,73.1968,67.4997,78.1269,80.6772,71.6243,83.7342,80.5089,62.6569,62.2956,63.6685,61.018,62.8403,57.8928,72.7844,7/1/2010
8/30/2010 19:00,73.5935,77.3265,73.4145,67.7291,78.3069,80.8238,71.8549,83.9118,80.5856,63.0781,62.9561,64.5946,61.8316,63.1074,58.2655,72.885,8/1/2010
9/29/2010 19:00,73.8448,77.5635,73.6285,67.8999,78.5829,81.0747,72.0948,84.0398,80.8436,63.4276,63.3952,65.3141,62.1679,63.4454,58.7326,73.0394,9/1/2010
10/30/2010 19:00,74.1963,77.7303,73.9418,68.1722,78.9559,81.1447,72.4316,84.1833,80.7847,64.134,64.7928,68.5327,62.3257,63.6791,59.0389,73.2633,10/1/2010
11/29/2010 19:00,74.4103,77.9873,74.245,68.6273,79.1338,81.3132,72.7079,84.3022,80.9593,64.3099,65.3979,69.7286,62.4329,63.6396,58.9179,73.4789,11/1/2010
12/30/2010 19:00,74.6105,78.1997,74.4649,69.0789,79.1144,81.4985,72.9801,84.4706,81.1406,64.3317,65.2063,69.2327,62.3219,63.7582,59.0695,73.6893,12/1/2010
1/30/2011 19:00,74.866,78.4666,74.7885,69.6491,79.2032,81.6978,73.2223,84.5769,81.3783,64.6853,65.4056,70.4296,62.1819,64.1263,59.4379,73.7594,1/1/2011
2/27/2011 19:00,75.0535,78.6538,75.1339,70.1607,79.3902,81.8071,73.4304,84.6796,81.486,64.7903,65.5598,70.3144,62.3938,64.3349,59.7894,73.845,2/1/2011
3/30/2011 19:00,75.2309,78.922,75.4749,70.7962,79.5034,81.8872,73.7004,84.8327,81.3957,64.792,64.8662,68.5858,62.6238,64.6155,60.6152,73.8301,3/1/2011
4/29/2011 19:00,75.3778,78.971,75.748,71.1934,79.6372,81.8413,73.9781,85.0096,81.1136,65.3548,66.457,71.8494,62.976,64.5667,59.9742,73.8472,4/1/2011
5/30/2011 19:00,75.4731,79.1937,75.9868,71.5641,79.7688,82.0238,74.1927,85.1742,81.2196,64.8291,65.1658,68.1661,63.3107,64.5798,59.9966,74.1706,5/1/2011
6/29/2011 19:00,75.611,79.4083,76.2632,71.9888,79.9155,82.1876,74.4379,85.3415,81.3617,64.6714,64.1404,66.1111,63.7484,64.8757,60.3421,74.3713,6/1/2011
7/30/2011 19:00,75.9639,79.6233,76.5091,72.366,80.0496,82.3651,74.7022,85.4724,81.561,65.5003,65.8451,67.3493,64.4361,65.2293,60.7004,74.6885,7/1/2011
8/30/2011 19:00,76.1198,79.8094,76.6296,72.562,80.0864,82.6027,75.2774,85.6037,81.8426,65.5749,65.722,66.7411,65.0864,65.4224,60.9206,74.8315,8/1/2011
9/29/2011 19:00,76.1883,79.9866,76.8676,72.8589,80.2808,82.75,75.1496,85.7391,82.0795,65.4094,64.8212,64.3998,65.223,65.7556,61.3778,74.9711,9/1/2011
10/30/2011 19:00,76.5713,80.2111,77.1367,73.2635,80.4578,82.982,75.519,85.8936,82.3562,66.1423,65.3292,63.9865,66.13,66.4485,62.2842,75.1737,10/1/2011
11/29/2011 19:00,76.9942,80.5485,77.4368,73.6925,80.6549,83.2854,75.7935,86.0264,82.8375,66.9389,65.9606,64.0001,67.0676,67.3301,63.4338,75.2859,11/1/2011
12/30/2011 19:00,77.4686,80.8206,77.8244,74.143,80.9875,83.4689,76.0679,86.1619,82.9969,67.7377,67.6218,66.0874,68.3789,67.6698,63.9457,75.3998,12/1/2011
1/30/2012 19:00,77.8935,81.0973,78.2612,74.6702,81.3524,83.5762,76.3676,86.2527,83.0788,68.771,70.2638,70.5102,70.0411,67.7908,64.1514,75.1953,1/1/2012
2/28/2012 19:00,77.9444,81.2947,78.6919,75.2703,81.6149,83.6451,76.6553,86.3683,83.0361,68.3451,69.0657,67.1338,70.2681,67.8806,64.5186,74.7578,2/1/2012
3/30/2012 19:00,78.0023,81.4929,78.8794,75.4943,81.7957,83.7428,76.9155,86.4964,83.0399,68.048,68.0702,64.6471,70.4445,67.9114,64.8452,74.3352,3/1/2012
4/29/2012 19:00,77.9721,81.6905,79.156,75.7783,82.028,83.9068,77.1736,86.6363,83.2232,67.6856,67.1314,62.3882,70.441,67.8514,64.8409,74.3191,4/1/2012
5/30/2012 19:00,78.3781,81.9539,79.4373,76.1309,82.2597,84.1504,77.5379,86.7773,83.4907,68.1605,68.747,66.6293,70.1194,67.7597,64.6158,74.3945,5/1/2012
6/29/2012 19:00,78.8823,82.1888,79.8334,76.6311,82.5644,84.2509,77.8653,86.927,83.486,69.3468,71.3332,74.6474,70.2195,68.1315,65.1014,74.5613,6/1/2012
7/30/2012 19:00,79.3297,82.4893,80.2921,77.1414,82.978,84.4123,78.1235,87.1055,83.5992,70.2933,73.3276,73.3728,72.6953,68.4987,65.5612,74.709,7/1/2012
8/30/2012 19:00,79.5991,82.7551,80.6258,77.4782,83.3067,84.5996,78.4142,87.2666,83.823,70.5665,73.4268,72.6318,73.9203,68.8684,66.054,74.8077,8/1/2012
9/29/2012 19:00,79.8349,82.8632,80.864,77.8467,83.4325,84.6327,78.6091,87.4334,83.6513,71.2327,75.247,73.3409,76.5184,68.9292,66.0461,75.0688,9/1/2012
10/30/2012 19:00,80.0864,83.0666,81.0946,78.1159,83.6476,84.8534,78.9238,87.5993,83.8943,71.5178,75.5922,72.7613,77.3094,69.0599,66.0174,75.3657,10/1/2012
11/29/2012 19:00,80.2075,83.2009,81.4515,78.5565,83.9417,84.6976,79.2081,87.7591,83.3112,71.6822,74.5642,69.8809,77.3824,69.9674,67.0849,75.6314,11/1/2012
12/30/2012 19:00,80.2398,83.162,81.7116,78.6799,84.3167,84.4446,79.502,87.9126,82.4108,71.6107,73.7564,67.7236,77.5301,70.2481,67.5289,75.7,12/1/2012
1/30/2013 19:00,80.427,83.4435,81.7063,78.6109,84.3748,84.957,79.8443,88.039,83.4179,71.782,74.0756,68.7258,77.4802,70.3817,67.743,75.6636,1/1/2013
2/27/2013 19:00,80.7051,83.7143,81.7334,78.7396,84.2902,85.5193,80.1243,88.1792,84.477,72.0967,74.2719,70.3696,76.9208,70.8131,68.0172,76.4038,2/1/2013
3/30/2013 19:00,81.2316,83.9273,81.9054,78.983,84.4177,85.6674,80.4036,88.3224,84.6063,73.6083,77.685,76.9517,78.3766,71.2769,68.2768,76.8773,3/1/2013
4/29/2013 19:00,81.7012,84.1346,82.0459,79.2189,84.4409,85.9144,80.6856,88.4685,84.904,74.7696,78.9135,78.6591,79.3567,72.2901,69.4135,79.0293,4/1/2013
5/30/2013 19:00,82.0125,84.3186,82.24,79.5192,84.5623,86.1228,80.9416,88.6405,85.1276,75.3551,79.2556,77.1407,80.5042,73.0318,69.9214,79.2506,5/1/2013
6/29/2013 19:00,82.0934,84.4768,82.3456,79.6636,84.6337,86.3266,81.2418,88.8529,85.3092,75.1411,77.6869,73.5841,80.6999,73.6429,70.5309,79.8961,6/1/2013
7/30/2013 19:00,82.0881,84.5589,82.4327,79.8475,84.6377,86.4121,81.5441,89.0296,85.2338,74.9245,76.4747,69.1467,80.3521,74.0272,70.9335,80.3145,7/1/2013
8/30/2013 19:00,82.3461,84.701,82.6253,80.1127,84.7573,86.5119,81.9478,89.2305,85.169,75.5167,77.2074,72.8799,79.8522,74.4816,71.398,80.6854,8/1/2013
9/29/2013 19:00,82.5422,84.9264,82.9096,80.3946,85.0535,86.721,82.1308,89.3573,85.4339,75.6709,76.9758,72.9105,79.5063,74.9511,71.9811,80.9706,9/1/2013
