"date","series_code","value"
2003-01-01,"CONS_SENTI_US",82.4
2003-02-01,"CONS_SENTI_US",79.9
2003-03-01,"CONS_SENTI_US",77.6
2003-04-01,"CONS_SENTI_US",86
2003-05-01,"CONS_SENTI_US",92.1
2003-06-01,"CONS_SENTI_US",89.7
2003-07-01,"CONS_SENTI_US",90.9
2003-08-01,"CONS_SENTI_US",89.3
2003-09-01,"CONS_SENTI_US",87.7
2003-10-01,"CONS_SENTI_US",89.6
2003-11-01,"CONS_SENTI_US",93.7
2003-12-01,"CONS_SENTI_US",92.6
2004-01-01,"CONS_SENTI_US",103.8
2004-02-01,"CONS_SENTI_US",94.4
2004-03-01,"CONS_SENTI_US",95.8
2004-04-01,"CONS_SENTI_US",94.2
2004-05-01,"CONS_SENTI_US",90.2
2004-06-01,"CONS_SENTI_US",95.6
2004-07-01,"CONS_SENTI_US",96.7
2004-08-01,"CONS_SENTI_US",95.9
2004-09-01,"CONS_SENTI_US",94.2
2004-10-01,"CONS_SENTI_US",91.7
2004-11-01,"CONS_SENTI_US",92.8
2004-12-01,"CONS_SENTI_US",97.1
2005-01-01,"CONS_SENTI_US",95.5
2005-02-01,"CONS_SENTI_US",94.1
2005-03-01,"CONS_SENTI_US",92.6
2005-04-01,"CONS_SENTI_US",87.7
2005-05-01,"CONS_SENTI_US",86.9
2005-06-01,"CONS_SENTI_US",96
2005-07-01,"CONS_SENTI_US",96.5
2005-08-01,"CONS_SENTI_US",89.1
2005-09-01,"CONS_SENTI_US",76.9
2005-10-01,"CONS_SENTI_US",74.2
2005-11-01,"CONS_SENTI_US",81.6
2005-12-01,"CONS_SENTI_US",91.5
2006-01-01,"CONS_SENTI_US",91.2
2006-02-01,"CONS_SENTI_US",86.7
2006-03-01,"CONS_SENTI_US",88.9
2006-04-01,"CONS_SENTI_US",87.4
2006-05-01,"CONS_SENTI_US",79.1
2006-06-01,"CONS_SENTI_US",84.9
2006-07-01,"CONS_SENTI_US",84.7
2006-08-01,"CONS_SENTI_US",82
2006-09-01,"CONS_SENTI_US",85.4
2006-10-01,"CONS_SENTI_US",93.6
2006-11-01,"CONS_SENTI_US",92.1
2006-12-01,"CONS_SENTI_US",91.7
2007-01-01,"CONS_SENTI_US",96.9
2007-02-01,"CONS_SENTI_US",91.3
2007-03-01,"CONS_SENTI_US",88.4
2007-04-01,"CONS_SENTI_US",87.1
2007-05-01,"CONS_SENTI_US",88.3
2007-06-01,"CONS_SENTI_US",85.3
2007-07-01,"CONS_SENTI_US",90.4
2007-08-01,"CONS_SENTI_US",83.4
2007-09-01,"CONS_SENTI_US",83.4
2007-10-01,"CONS_SENTI_US",80.9
2007-11-01,"CONS_SENTI_US",76.1
2007-12-01,"CONS_SENTI_US",75.5
2008-01-01,"CONS_SENTI_US",78.4
2008-02-01,"CONS_SENTI_US",70.8
2008-03-01,"CONS_SENTI_US",69.5
2008-04-01,"CONS_SENTI_US",62.6
2008-05-01,"CONS_SENTI_US",59.8
2008-06-01,"CONS_SENTI_US",56.4
2008-07-01,"CONS_SENTI_US",61.2
2008-08-01,"CONS_SENTI_US",63
2008-09-01,"CONS_SENTI_US",70.3
2008-10-01,"CONS_SENTI_US",57.6
2008-11-01,"CONS_SENTI_US",55.3
2008-12-01,"CONS_SENTI_US",60.1
2009-01-01,"CONS_SENTI_US",61.2
2009-02-01,"CONS_SENTI_US",56.3
2009-03-01,"CONS_SENTI_US",57.3
2009-04-01,"CONS_SENTI_US",65.1
2009-05-01,"CONS_SENTI_US",68.7
2009-06-01,"CONS_SENTI_US",70.8
2009-07-01,"CONS_SENTI_US",66
2009-08-01,"CONS_SENTI_US",65.7
2009-09-01,"CONS_SENTI_US",73.5
2009-10-01,"CONS_SENTI_US",70.6
2009-11-01,"CONS_SENTI_US",67.4
2009-12-01,"CONS_SENTI_US",72.5
2010-01-01,"CONS_SENTI_US",74.4
2010-02-01,"CONS_SENTI_US",73.6
2010-03-01,"CONS_SENTI_US",73.6
2010-04-01,"CONS_SENTI_US",72.2
2010-05-01,"CONS_SENTI_US",73.6
2010-06-01,"CONS_SENTI_US",76
2010-07-01,"CONS_SENTI_US",67.8
2010-08-01,"CONS_SENTI_US",68.9
2010-09-01,"CONS_SENTI_US",68.2
2010-10-01,"CONS_SENTI_US",67.7
2010-11-01,"CONS_SENTI_US",71.6
2010-12-01,"CONS_SENTI_US",74.5
2011-01-01,"CONS_SENTI_US",74.2
2011-02-01,"CONS_SENTI_US",77.5
2011-03-01,"CONS_SENTI_US",67.5
2011-04-01,"CONS_SENTI_US",69.8
2011-05-01,"CONS_SENTI_US",74.3
2011-06-01,"CONS_SENTI_US",71.5
2011-07-01,"CONS_SENTI_US",63.7
2011-08-01,"CONS_SENTI_US",55.8
2011-09-01,"CONS_SENTI_US",59.5
2011-10-01,"CONS_SENTI_US",60.8
2011-11-01,"CONS_SENTI_US",63.7
2011-12-01,"CONS_SENTI_US",69.9
2012-01-01,"CONS_SENTI_US",75
2012-02-01,"CONS_SENTI_US",75.3
2012-03-01,"CONS_SENTI_US",76.2
2012-04-01,"CONS_SENTI_US",76.4
2012-05-01,"CONS_SENTI_US",79.3
2012-06-01,"CONS_SENTI_US",73.2
2012-07-01,"CONS_SENTI_US",72.3
2012-08-01,"CONS_SENTI_US",74.3
2012-09-01,"CONS_SENTI_US",78.3
2012-10-01,"CONS_SENTI_US",82.6
2012-11-01,"CONS_SENTI_US",82.7
2012-12-01,"CONS_SENTI_US",72.9
2013-01-01,"CONS_SENTI_US",73.8
2013-02-01,"CONS_SENTI_US",77.6
2013-03-01,"CONS_SENTI_US",78.6
2013-04-01,"CONS_SENTI_US",76.4
2013-05-01,"CONS_SENTI_US",84.5
2013-06-01,"CONS_SENTI_US",84.1
2013-07-01,"CONS_SENTI_US",85.1
2013-08-01,"CONS_SENTI_US",82.1
2013-09-01,"CONS_SENTI_US",77.5
2013-10-01,"CONS_SENTI_US",73.2
2013-11-01,"CONS_SENTI_US",75.1
2013-12-01,"CONS_SENTI_US",82.5
2014-01-01,"CONS_SENTI_US",81.2
2014-02-01,"CONS_SENTI_US",81.6
2014-03-01,"CONS_SENTI_US",80
2014-04-01,"CONS_SENTI_US",84.1
2014-05-01,"CONS_SENTI_US",81.9
2014-06-01,"CONS_SENTI_US",82.5
2014-07-01,"CONS_SENTI_US",81.8
2014-08-01,"CONS_SENTI_US",82.5
2014-09-01,"CONS_SENTI_US",84.6
2014-10-01,"CONS_SENTI_US",86.9
2014-11-01,"CONS_SENTI_US",88.8
2014-12-01,"CONS_SENTI_US",93.6
2015-01-01,"CONS_SENTI_US",98.1
2015-02-01,"CONS_SENTI_US",95.4
2015-03-01,"CONS_SENTI_US",93
2015-04-01,"CONS_SENTI_US",95.9
2015-05-01,"CONS_SENTI_US",90.7
2015-06-01,"CONS_SENTI_US",96.1
2015-07-01,"CONS_SENTI_US",93.1
2015-08-01,"CONS_SENTI_US",91.9
2015-09-01,"CONS_SENTI_US",87.2
2015-10-01,"CONS_SENTI_US",90
2015-11-01,"CONS_SENTI_US",91.3
2015-12-01,"CONS_SENTI_US",92.6
2016-01-01,"CONS_SENTI_US",92
2016-02-01,"CONS_SENTI_US",91.7
2016-03-01,"CONS_SENTI_US",91
2016-04-01,"CONS_SENTI_US",89
2016-05-01,"CONS_SENTI_US",94.7
2016-06-01,"CONS_SENTI_US",93.5
2016-07-01,"CONS_SENTI_US",90
2016-08-01,"CONS_SENTI_US",89.8
2016-09-01,"CONS_SENTI_US",91.2
2016-10-01,"CONS_SENTI_US",87.2
2016-11-01,"CONS_SENTI_US",93.8
2016-12-01,"CONS_SENTI_US",98.2
2017-01-01,"CONS_SENTI_US",98.5
2017-02-01,"CONS_SENTI_US",96.3
2017-03-01,"CONS_SENTI_US",96.9
2017-04-01,"CONS_SENTI_US",97
2017-05-01,"CONS_SENTI_US",97.1
2017-06-01,"CONS_SENTI_US",95
2017-07-01,"CONS_SENTI_US",93.4
2017-08-01,"CONS_SENTI_US",96.8
2017-09-01,"CONS_SENTI_US",95.1
2017-10-01,"CONS_SENTI_US",100.7
2017-11-01,"CONS_SENTI_US",98.5
2017-12-01,"CONS_SENTI_US",95.9
2018-01-01,"CONS_SENTI_US",95.7
2018-02-01,"CONS_SENTI_US",99.7
2018-03-01,"CONS_SENTI_US",101.4
2018-04-01,"CONS_SENTI_US",98.8
2018-05-01,"CONS_SENTI_US",98
2018-06-01,"CONS_SENTI_US",98.2
2018-07-01,"CONS_SENTI_US",97.9
2018-08-01,"CONS_SENTI_US",96.2
2018-09-01,"CONS_SENTI_US",100.1
2018-10-01,"CONS_SENTI_US",98.6
2018-11-01,"CONS_SENTI_US",97.5
2018-12-01,"CONS_SENTI_US",98.3
2019-01-01,"CONS_SENTI_US",91.2
2019-02-01,"CONS_SENTI_US",93.8
2019-03-01,"CONS_SENTI_US",98.4
2019-04-01,"CONS_SENTI_US",97.2
2019-05-01,"CONS_SENTI_US",100
2019-06-01,"CONS_SENTI_US",98.2
2019-07-01,"CONS_SENTI_US",98.4
2019-08-01,"CONS_SENTI_US",89.8
2019-09-01,"CONS_SENTI_US",93.2
2019-10-01,"CONS_SENTI_US",95.5
2019-11-01,"CONS_SENTI_US",96.8
2019-12-01,"CONS_SENTI_US",99.3
2020-01-01,"CONS_SENTI_US",99.8
2020-02-01,"CONS_SENTI_US",101
2020-03-01,"CONS_SENTI_US",89.1
2020-04-01,"CONS_SENTI_US",71.8
2020-05-01,"CONS_SENTI_US",72.3
2020-06-01,"CONS_SENTI_US",78.1
2020-07-01,"CONS_SENTI_US",72.5
2020-08-01,"CONS_SENTI_US",74.1
2020-09-01,"CONS_SENTI_US",80.4
2020-10-01,"CONS_SENTI_US",81.8
2020-11-01,"CONS_SENTI_US",76.9
2020-12-01,"CONS_SENTI_US",80.7
2021-01-01,"CONS_SENTI_US",79
2021-02-01,"CONS_SENTI_US",76.8
2021-03-01,"CONS_SENTI_US",84.9
2021-04-01,"CONS_SENTI_US",88.3
2021-05-01,"CONS_SENTI_US",82.9
2021-06-01,"CONS_SENTI_US",85.5
2021-07-01,"CONS_SENTI_US",81.2
2021-08-01,"CONS_SENTI_US",70.3
2021-09-01,"CONS_SENTI_US",72.8
2021-10-01,"CONS_SENTI_US",71.7
2021-11-01,"CONS_SENTI_US",67.4
2021-12-01,"CONS_SENTI_US",70.6
2022-01-01,"CONS_SENTI_US",67.2
2022-02-01,"CONS_SENTI_US",62.8
2022-03-01,"CONS_SENTI_US",59.4
2022-04-01,"CONS_SENTI_US",65.2
2022-05-01,"CONS_SENTI_US",58.4
2022-06-01,"CONS_SENTI_US",50
2022-07-01,"CONS_SENTI_US",51.5
2022-08-01,"CONS_SENTI_US",58.2
2022-09-01,"CONS_SENTI_US",58.6
2022-10-01,"CONS_SENTI_US",59.9
2022-11-01,"CONS_SENTI_US",56.7
2022-12-01,"CONS_SENTI_US",59.8
2023-01-01,"CONS_SENTI_US",64.9
2023-02-01,"CONS_SENTI_US",66.9
2023-03-01,"CONS_SENTI_US",62
2023-04-01,"CONS_SENTI_US",63.7
2023-05-01,"CONS_SENTI_US",59
2023-06-01,"CONS_SENTI_US",64.2
2023-07-01,"CONS_SENTI_US",71.5
2023-08-01,"CONS_SENTI_US",69.4
2023-09-01,"CONS_SENTI_US",67.8
2023-10-01,"CONS_SENTI_US",63.8
2023-11-01,"CONS_SENTI_US",61.3
2023-12-01,"CONS_SENTI_US",69.7
2024-01-01,"CONS_SENTI_US",79
2024-02-01,"CONS_SENTI_US",76.9
2024-03-01,"CONS_SENTI_US",79.4
2024-04-01,"CONS_SENTI_US",77.2
2024-05-01,"CONS_SENTI_US",69.1
2024-06-01,"CONS_SENTI_US",68.2
2024-07-01,"CONS_SENTI_US",66.4
2024-08-01,"CONS_SENTI_US",67.9
2024-09-01,"CONS_SENTI_US",70.1
2024-10-01,"CONS_SENTI_US",70.5
2024-11-01,"CONS_SENTI_US",71.8
2024-12-01,"CONS_SENTI_US",74
2025-01-01,"CONS_SENTI_US",71.7
2025-02-01,"CONS_SENTI_US",64.7
2025-03-01,"CONS_SENTI_US",57
2025-04-01,"CONS_SENTI_US",52.2
2025-05-01,"CONS_SENTI_US",52.2
2025-06-01,"CONS_SENTI_US",60.7
2025-07-01,"CONS_SENTI_US",61.7
2025-08-01,"CONS_SENTI_US",58.2
2025-09-01,"CONS_SENTI_US",55.1
1947-01-01,"CPI_US",21.48
1947-02-01,"CPI_US",21.62
1947-03-01,"CPI_US",22
1947-04-01,"CPI_US",22
1947-05-01,"CPI_US",21.95
1947-06-01,"CPI_US",22.08
1947-07-01,"CPI_US",22.23
1947-08-01,"CPI_US",22.4
1947-09-01,"CPI_US",22.84
1947-10-01,"CPI_US",22.91
1947-11-01,"CPI_US",23.06
1947-12-01,"CPI_US",23.41
1948-01-01,"CPI_US",23.68
1948-02-01,"CPI_US",23.67
1948-03-01,"CPI_US",23.5
1948-04-01,"CPI_US",23.82
1948-05-01,"CPI_US",24.01
1948-06-01,"CPI_US",24.15
1948-07-01,"CPI_US",24.4
1948-08-01,"CPI_US",24.43
1948-09-01,"CPI_US",24.36
1948-10-01,"CPI_US",24.31
1948-11-01,"CPI_US",24.16
1948-12-01,"CPI_US",24.05
1949-01-01,"CPI_US",24.01
1949-02-01,"CPI_US",23.91
1949-03-01,"CPI_US",23.91
1949-04-01,"CPI_US",23.92
1949-05-01,"CPI_US",23.91
1949-06-01,"CPI_US",23.92
1949-07-01,"CPI_US",23.7
1949-08-01,"CPI_US",23.7
1949-09-01,"CPI_US",23.75
1949-10-01,"CPI_US",23.67
1949-11-01,"CPI_US",23.7
1949-12-01,"CPI_US",23.61
1950-01-01,"CPI_US",23.51
1950-02-01,"CPI_US",23.61
1950-03-01,"CPI_US",23.64
1950-04-01,"CPI_US",23.65
1950-05-01,"CPI_US",23.77
1950-06-01,"CPI_US",23.88
1950-07-01,"CPI_US",24.07
1950-08-01,"CPI_US",24.2
1950-09-01,"CPI_US",24.34
1950-10-01,"CPI_US",24.5
1950-11-01,"CPI_US",24.6
1950-12-01,"CPI_US",24.98
1951-01-01,"CPI_US",25.38
1951-02-01,"CPI_US",25.83
1951-03-01,"CPI_US",25.88
1951-04-01,"CPI_US",25.92
1951-05-01,"CPI_US",25.99
1951-06-01,"CPI_US",25.93
1951-07-01,"CPI_US",25.91
1951-08-01,"CPI_US",25.86
1951-09-01,"CPI_US",26.03
1951-10-01,"CPI_US",26.16
1951-11-01,"CPI_US",26.32
1951-12-01,"CPI_US",26.47
1952-01-01,"CPI_US",26.45
1952-02-01,"CPI_US",26.41
1952-03-01,"CPI_US",26.39
1952-04-01,"CPI_US",26.46
1952-05-01,"CPI_US",26.47
1952-06-01,"CPI_US",26.53
1952-07-01,"CPI_US",26.68
1952-08-01,"CPI_US",26.69
1952-09-01,"CPI_US",26.63
1952-10-01,"CPI_US",26.69
1952-11-01,"CPI_US",26.69
1952-12-01,"CPI_US",26.71
1953-01-01,"CPI_US",26.64
1953-02-01,"CPI_US",26.59
1953-03-01,"CPI_US",26.63
1953-04-01,"CPI_US",26.69
1953-05-01,"CPI_US",26.7
1953-06-01,"CPI_US",26.77
1953-07-01,"CPI_US",26.79
1953-08-01,"CPI_US",26.85
1953-09-01,"CPI_US",26.89
1953-10-01,"CPI_US",26.95
1953-11-01,"CPI_US",26.85
1953-12-01,"CPI_US",26.87
1954-01-01,"CPI_US",26.94
1954-02-01,"CPI_US",26.99
1954-03-01,"CPI_US",26.93
1954-04-01,"CPI_US",26.86
1954-05-01,"CPI_US",26.93
1954-06-01,"CPI_US",26.94
1954-07-01,"CPI_US",26.86
1954-08-01,"CPI_US",26.85
1954-09-01,"CPI_US",26.81
1954-10-01,"CPI_US",26.72
1954-11-01,"CPI_US",26.78
1954-12-01,"CPI_US",26.77
1955-01-01,"CPI_US",26.77
1955-02-01,"CPI_US",26.82
1955-03-01,"CPI_US",26.79
1955-04-01,"CPI_US",26.79
1955-05-01,"CPI_US",26.77
1955-06-01,"CPI_US",26.71
1955-07-01,"CPI_US",26.76
1955-08-01,"CPI_US",26.72
1955-09-01,"CPI_US",26.85
1955-10-01,"CPI_US",26.82
1955-11-01,"CPI_US",26.88
1955-12-01,"CPI_US",26.87
1956-01-01,"CPI_US",26.83
1956-02-01,"CPI_US",26.86
1956-03-01,"CPI_US",26.89
1956-04-01,"CPI_US",26.93
1956-05-01,"CPI_US",27.03
1956-06-01,"CPI_US",27.15
1956-07-01,"CPI_US",27.29
1956-08-01,"CPI_US",27.31
1956-09-01,"CPI_US",27.35
1956-10-01,"CPI_US",27.51
1956-11-01,"CPI_US",27.51
1956-12-01,"CPI_US",27.63
1957-01-01,"CPI_US",27.67
1957-02-01,"CPI_US",27.8
1957-03-01,"CPI_US",27.86
1957-04-01,"CPI_US",27.93
1957-05-01,"CPI_US",28
1957-06-01,"CPI_US",28.11
1957-07-01,"CPI_US",28.19
1957-08-01,"CPI_US",28.28
1957-09-01,"CPI_US",28.32
1957-10-01,"CPI_US",28.32
1957-11-01,"CPI_US",28.41
1957-12-01,"CPI_US",28.47
1958-01-01,"CPI_US",28.64
1958-02-01,"CPI_US",28.7
1958-03-01,"CPI_US",28.87
1958-04-01,"CPI_US",28.94
1958-05-01,"CPI_US",28.94
1958-06-01,"CPI_US",28.91
1958-07-01,"CPI_US",28.89
1958-08-01,"CPI_US",28.94
1958-09-01,"CPI_US",28.91
1958-10-01,"CPI_US",28.91
1958-11-01,"CPI_US",28.95
1958-12-01,"CPI_US",28.97
1959-01-01,"CPI_US",29.01
1959-02-01,"CPI_US",29
1959-03-01,"CPI_US",28.97
1959-04-01,"CPI_US",28.98
1959-05-01,"CPI_US",29.04
1959-06-01,"CPI_US",29.11
1959-07-01,"CPI_US",29.15
1959-08-01,"CPI_US",29.18
1959-09-01,"CPI_US",29.25
1959-10-01,"CPI_US",29.35
1959-11-01,"CPI_US",29.35
1959-12-01,"CPI_US",29.41
1960-01-01,"CPI_US",29.37
1960-02-01,"CPI_US",29.41
1960-03-01,"CPI_US",29.41
1960-04-01,"CPI_US",29.54
1960-05-01,"CPI_US",29.57
1960-06-01,"CPI_US",29.61
1960-07-01,"CPI_US",29.55
1960-08-01,"CPI_US",29.61
1960-09-01,"CPI_US",29.61
1960-10-01,"CPI_US",29.75
1960-11-01,"CPI_US",29.78
1960-12-01,"CPI_US",29.81
1961-01-01,"CPI_US",29.84
1961-02-01,"CPI_US",29.84
1961-03-01,"CPI_US",29.84
1961-04-01,"CPI_US",29.81
1961-05-01,"CPI_US",29.84
1961-06-01,"CPI_US",29.84
1961-07-01,"CPI_US",29.92
1961-08-01,"CPI_US",29.94
1961-09-01,"CPI_US",29.98
1961-10-01,"CPI_US",29.98
1961-11-01,"CPI_US",29.98
1961-12-01,"CPI_US",30.01
1962-01-01,"CPI_US",30.04
1962-02-01,"CPI_US",30.11
1962-03-01,"CPI_US",30.17
1962-04-01,"CPI_US",30.21
1962-05-01,"CPI_US",30.24
1962-06-01,"CPI_US",30.21
1962-07-01,"CPI_US",30.22
1962-08-01,"CPI_US",30.28
1962-09-01,"CPI_US",30.42
1962-10-01,"CPI_US",30.38
1962-11-01,"CPI_US",30.38
1962-12-01,"CPI_US",30.38
1963-01-01,"CPI_US",30.44
1963-02-01,"CPI_US",30.48
1963-03-01,"CPI_US",30.51
1963-04-01,"CPI_US",30.48
1963-05-01,"CPI_US",30.51
1963-06-01,"CPI_US",30.61
1963-07-01,"CPI_US",30.69
1963-08-01,"CPI_US",30.75
1963-09-01,"CPI_US",30.72
1963-10-01,"CPI_US",30.75
1963-11-01,"CPI_US",30.78
1963-12-01,"CPI_US",30.88
1964-01-01,"CPI_US",30.94
1964-02-01,"CPI_US",30.91
1964-03-01,"CPI_US",30.94
1964-04-01,"CPI_US",30.95
1964-05-01,"CPI_US",30.98
1964-06-01,"CPI_US",31.01
1964-07-01,"CPI_US",31.02
1964-08-01,"CPI_US",31.05
1964-09-01,"CPI_US",31.08
1964-10-01,"CPI_US",31.12
1964-11-01,"CPI_US",31.21
1964-12-01,"CPI_US",31.25
1965-01-01,"CPI_US",31.28
1965-02-01,"CPI_US",31.28
1965-03-01,"CPI_US",31.31
1965-04-01,"CPI_US",31.38
1965-05-01,"CPI_US",31.48
1965-06-01,"CPI_US",31.61
1965-07-01,"CPI_US",31.58
1965-08-01,"CPI_US",31.55
1965-09-01,"CPI_US",31.62
1965-10-01,"CPI_US",31.65
1965-11-01,"CPI_US",31.75
1965-12-01,"CPI_US",31.85
1966-01-01,"CPI_US",31.88
1966-02-01,"CPI_US",32.08
1966-03-01,"CPI_US",32.18
1966-04-01,"CPI_US",32.28
1966-05-01,"CPI_US",32.35
1966-06-01,"CPI_US",32.38
1966-07-01,"CPI_US",32.45
1966-08-01,"CPI_US",32.65
1966-09-01,"CPI_US",32.75
1966-10-01,"CPI_US",32.85
1966-11-01,"CPI_US",32.88
1966-12-01,"CPI_US",32.92
1967-01-01,"CPI_US",32.9
1967-02-01,"CPI_US",33
1967-03-01,"CPI_US",33
1967-04-01,"CPI_US",33.1
1967-05-01,"CPI_US",33.1
1967-06-01,"CPI_US",33.3
1967-07-01,"CPI_US",33.4
1967-08-01,"CPI_US",33.5
1967-09-01,"CPI_US",33.6
1967-10-01,"CPI_US",33.7
1967-11-01,"CPI_US",33.9
1967-12-01,"CPI_US",34
1968-01-01,"CPI_US",34.1
1968-02-01,"CPI_US",34.2
1968-03-01,"CPI_US",34.3
1968-04-01,"CPI_US",34.4
1968-05-01,"CPI_US",34.5
1968-06-01,"CPI_US",34.7
1968-07-01,"CPI_US",34.9
1968-08-01,"CPI_US",35
1968-09-01,"CPI_US",35.1
1968-10-01,"CPI_US",35.3
1968-11-01,"CPI_US",35.4
1968-12-01,"CPI_US",35.6
1969-01-01,"CPI_US",35.7
1969-02-01,"CPI_US",35.8
1969-03-01,"CPI_US",36.1
1969-04-01,"CPI_US",36.3
1969-05-01,"CPI_US",36.4
1969-06-01,"CPI_US",36.6
1969-07-01,"CPI_US",36.8
1969-08-01,"CPI_US",36.9
1969-09-01,"CPI_US",37.1
1969-10-01,"CPI_US",37.3
1969-11-01,"CPI_US",37.5
1969-12-01,"CPI_US",37.7
1970-01-01,"CPI_US",37.9
1970-02-01,"CPI_US",38.1
1970-03-01,"CPI_US",38.3
1970-04-01,"CPI_US",38.5
1970-05-01,"CPI_US",38.6
1970-06-01,"CPI_US",38.8
1970-07-01,"CPI_US",38.9
1970-08-01,"CPI_US",39
1970-09-01,"CPI_US",39.2
1970-10-01,"CPI_US",39.4
1970-11-01,"CPI_US",39.6
1970-12-01,"CPI_US",39.8
1971-01-01,"CPI_US",39.9
1971-02-01,"CPI_US",39.9
1971-03-01,"CPI_US",40
1971-04-01,"CPI_US",40.1
1971-05-01,"CPI_US",40.3
1971-06-01,"CPI_US",40.5
1971-07-01,"CPI_US",40.6
1971-08-01,"CPI_US",40.7
1971-09-01,"CPI_US",40.8
1971-10-01,"CPI_US",40.9
1971-11-01,"CPI_US",41
1971-12-01,"CPI_US",41.1
1972-01-01,"CPI_US",41.2
1972-02-01,"CPI_US",41.4
1972-03-01,"CPI_US",41.4
1972-04-01,"CPI_US",41.5
1972-05-01,"CPI_US",41.6
1972-06-01,"CPI_US",41.7
1972-07-01,"CPI_US",41.8
1972-08-01,"CPI_US",41.9
1972-09-01,"CPI_US",42.1
1972-10-01,"CPI_US",42.2
1972-11-01,"CPI_US",42.4
1972-12-01,"CPI_US",42.5
1973-01-01,"CPI_US",42.7
1973-02-01,"CPI_US",43
1973-03-01,"CPI_US",43.4
1973-04-01,"CPI_US",43.7
1973-05-01,"CPI_US",43.9
1973-06-01,"CPI_US",44.2
1973-07-01,"CPI_US",44.2
1973-08-01,"CPI_US",45
1973-09-01,"CPI_US",45.2
1973-10-01,"CPI_US",45.6
1973-11-01,"CPI_US",45.9
1973-12-01,"CPI_US",46.3
1974-01-01,"CPI_US",46.8
1974-02-01,"CPI_US",47.3
1974-03-01,"CPI_US",47.8
1974-04-01,"CPI_US",48.1
1974-05-01,"CPI_US",48.6
1974-06-01,"CPI_US",49
1974-07-01,"CPI_US",49.3
1974-08-01,"CPI_US",49.9
1974-09-01,"CPI_US",50.6
1974-10-01,"CPI_US",51
1974-11-01,"CPI_US",51.5
1974-12-01,"CPI_US",51.9
1975-01-01,"CPI_US",52.3
1975-02-01,"CPI_US",52.6
1975-03-01,"CPI_US",52.8
1975-04-01,"CPI_US",53
1975-05-01,"CPI_US",53.1
1975-06-01,"CPI_US",53.5
1975-07-01,"CPI_US",54
1975-08-01,"CPI_US",54.2
1975-09-01,"CPI_US",54.6
1975-10-01,"CPI_US",54.9
1975-11-01,"CPI_US",55.3
1975-12-01,"CPI_US",55.6
1976-01-01,"CPI_US",55.8
1976-02-01,"CPI_US",55.9
1976-03-01,"CPI_US",56
1976-04-01,"CPI_US",56.1
1976-05-01,"CPI_US",56.4
1976-06-01,"CPI_US",56.7
1976-07-01,"CPI_US",57
1976-08-01,"CPI_US",57.3
1976-09-01,"CPI_US",57.6
1976-10-01,"CPI_US",57.9
1976-11-01,"CPI_US",58.1
1976-12-01,"CPI_US",58.4
1977-01-01,"CPI_US",58.7
1977-02-01,"CPI_US",59.3
1977-03-01,"CPI_US",59.6
1977-04-01,"CPI_US",60
1977-05-01,"CPI_US",60.2
1977-06-01,"CPI_US",60.5
1977-07-01,"CPI_US",60.8
1977-08-01,"CPI_US",61.1
1977-09-01,"CPI_US",61.3
1977-10-01,"CPI_US",61.6
1977-11-01,"CPI_US",62
1977-12-01,"CPI_US",62.3
1978-01-01,"CPI_US",62.7
1978-02-01,"CPI_US",63
1978-03-01,"CPI_US",63.4
1978-04-01,"CPI_US",63.9
1978-05-01,"CPI_US",64.5
1978-06-01,"CPI_US",65
1978-07-01,"CPI_US",65.5
1978-08-01,"CPI_US",65.9
1978-09-01,"CPI_US",66.5
1978-10-01,"CPI_US",67.1
1978-11-01,"CPI_US",67.5
1978-12-01,"CPI_US",67.9
1979-01-01,"CPI_US",68.5
1979-02-01,"CPI_US",69.2
1979-03-01,"CPI_US",69.9
1979-04-01,"CPI_US",70.6
1979-05-01,"CPI_US",71.4
1979-06-01,"CPI_US",72.2
1979-07-01,"CPI_US",73
1979-08-01,"CPI_US",73.7
1979-09-01,"CPI_US",74.4
1979-10-01,"CPI_US",75.2
1979-11-01,"CPI_US",76
1979-12-01,"CPI_US",76.9
1980-01-01,"CPI_US",78
1980-02-01,"CPI_US",79
1980-03-01,"CPI_US",80.1
1980-04-01,"CPI_US",80.9
1980-05-01,"CPI_US",81.7
1980-06-01,"CPI_US",82.5
1980-07-01,"CPI_US",82.6
1980-08-01,"CPI_US",83.2
1980-09-01,"CPI_US",83.9
1980-10-01,"CPI_US",84.7
1980-11-01,"CPI_US",85.6
1980-12-01,"CPI_US",86.4
1981-01-01,"CPI_US",87.2
1981-02-01,"CPI_US",88
1981-03-01,"CPI_US",88.6
1981-04-01,"CPI_US",89.1
1981-05-01,"CPI_US",89.7
1981-06-01,"CPI_US",90.5
1981-07-01,"CPI_US",91.5
1981-08-01,"CPI_US",92.2
1981-09-01,"CPI_US",93.1
1981-10-01,"CPI_US",93.4
1981-11-01,"CPI_US",93.8
1981-12-01,"CPI_US",94.1
1982-01-01,"CPI_US",94.4
1982-02-01,"CPI_US",94.7
1982-03-01,"CPI_US",94.7
1982-04-01,"CPI_US",95
1982-05-01,"CPI_US",95.9
1982-06-01,"CPI_US",97
1982-07-01,"CPI_US",97.5
1982-08-01,"CPI_US",97.7
1982-09-01,"CPI_US",97.7
1982-10-01,"CPI_US",98.1
1982-11-01,"CPI_US",98
1982-12-01,"CPI_US",97.7
1983-01-01,"CPI_US",97.9
1983-02-01,"CPI_US",98
