variable,quarter,test_date,p_gdp,K_ind,horizon,y_true,y_hat
DA_IPME,2023Q1,2023-03-31,0,3,0,5.31034874051777,8.7979689478734
DA_IPME,2023Q2,2023-06-30,0,3,0,3.3567849988966,-2.77162039108329
DA_IPMI,2017Q1,2017-03-31,0,6,0,3.93802673220733,12.889312589735
DA_IPMI,2017Q2,2017-06-30,0,6,0,3.17587049714518,16.218659881633
DA_IPMI,2021Q4,2021-12-31,0,6,0,4.68597562707878,0.410006466904472
DA_IPMI,2022Q3,2022-09-30,0,6,0,3.87298394427411,0.767205263884319
DA_IPMI,2023Q1,2023-03-31,0,6,0,5.31034874051777,1.20228056538124
DA_IPMI,2023Q2,2023-06-30,0,6,0,3.3567849988966,0.650168606831303
DA_IPSDG,2016Q3,2016-09-30,0,4,0,-1.9593475375963,-6.95257279548917
DA_IPSDG,2017Q1,2017-03-31,0,4,0,3.93802673220733,-0.429112957924035
DA_IPSDG,2017Q2,2017-06-30,0,4,0,3.17587049714518,-8.44673911895652
DA_IPSDG,2021Q4,2021-12-31,0,4,0,4.68597562707878,-0.152985364219939
DA_IPSDG,2022Q3,2022-09-30,0,4,0,3.87298394427411,2.50009028479336
DA_IPSDG,2023Q1,2023-03-31,0,4,0,5.31034874051777,2.58241440671481
DA_IPSDG,2023Q2,2023-06-30,0,4,0,3.3567849988966,2.6908534156523
DA_ISA_S,2016Q3,2016-09-30,0,4,0,-1.9593475375963,-2.27307676878147
DA_ISA_S,2017Q1,2017-03-31,0,4,0,3.93802673220733,-4.21140916819279
DA_ISA_S,2017Q2,2017-06-30,0,4,0,3.17587049714518,1.65472211403811
DA_ISA_S,2021Q4,2021-12-31,0,4,0,4.68597562707878,2.86657128466164
DA_ISA_S,2022Q3,2022-09-30,0,4,0,3.87298394427411,0.71917993034513
DA_ISA_S,2023Q1,2023-03-31,0,4,0,5.31034874051777,-0.556642162366964
DA_ISA_S,2023Q2,2023-06-30,0,4,0,3.3567849988966,1.83812997427393
DA_M1,2017Q1,2017-03-31,0,6,0,3.93802673220733,-9.29775355508569
DA_M1,2017Q2,2017-06-30,0,6,0,3.17587049714518,26.0744514689902
DA_M1,2021Q4,2021-12-31,0,6,0,4.68597562707878,4.09450819400554
DA_M1,2022Q3,2022-09-30,0,6,0,3.87298394427411,-4.51785028503184
DA_M1,2023Q1,2023-03-31,0,6,0,5.31034874051777,-1.2698834126158
DA_M1,2023Q2,2023-06-30,0,6,0,3.3567849988966,8.1620977634284
DA_PIB_monthly,2016Q3,2016-09-30,0,4,0,-1.9593475375963,-15.2959083427182
DA_PIB_monthly,2017Q1,2017-03-31,0,4,0,3.93802673220733,-6.03563974916918
DA_PIB_monthly,2017Q2,2017-06-30,0,4,0,3.17587049714518,-1.0445191115053
DA_PIB_monthly,2021Q4,2021-12-31,0,4,0,4.68597562707878,0.591231541129386
DA_PIB_monthly,2022Q3,2022-09-30,0,4,0,3.87298394427411,-0.418251571439513
DA_PIB_monthly,2023Q1,2023-03-31,0,4,0,5.31034874051777,-5.79813341280043
DA_PIB_monthly,2023Q2,2023-06-30,0,4,0,3.3567849988966,4.33859258052091
DA_QSC,2016Q3,2016-09-30,0,4,0,-1.9593475375963,4.05902634276496
DA_QSC,2017Q1,2017-03-31,0,4,0,3.93802673220733,-8.45157383651021
DA_QSC,2017Q2,2017-06-30,0,4,0,3.17587049714518,-3.19305646730851
DA_QSC,2021Q4,2021-12-31,0,4,0,4.68597562707878,-12.1754164194769
DA_QSC,2022Q3,2022-09-30,0,4,0,3.87298394427411,2.23188031393074
DA_QSC,2023Q1,2023-03-31,0,4,0,5.31034874051777,-0.787048653774821
DA_QSC,2023Q2,2023-06-30,0,4,0,3.3567849988966,3.02575020389292
DA_RE_Value,2016Q3,2016-09-30,0,4,0,-1.9593475375963,-1.11412782076422
DA_RE_Value,2017Q1,2017-03-31,0,4,0,3.93802673220733,1.25406064840087
DA_RE_Value,2017Q2,2017-06-30,0,4,0,3.17587049714518,5.34099791433765
DA_RE_Value,2021Q4,2021-12-31,0,4,0,4.68597562707878,-1.49982790357706
DA_RE_Value,2022Q3,2022-09-30,0,4,0,3.87298394427411,-5.73215885011474
DA_RE_Value,2023Q1,2023-03-31,0,4,0,5.31034874051777,-0.173034084304248
DA_RE_Value,2023Q2,2023-06-30,0,4,0,3.3567849988966,0.266963376366363
DA_REER_IPCA,2016Q3,2016-09-30,0,4,0,-1.9593475375963,4.33839098212157
DA_REER_IPCA,2017Q1,2017-03-31,0,4,0,3.93802673220733,-1.28490466215027
DA_REER_IPCA,2017Q2,2017-06-30,0,4,0,3.17587049714518,-4.57752732922471
DA_REER_IPCA,2021Q4,2021-12-31,0,4,0,4.68597562707878,3.35636118616778
DA_REER_IPCA,2022Q3,2022-09-30,0,4,0,3.87298394427411,2.95161582781257
DA_REER_IPCA,2023Q1,2023-03-31,0,4,0,5.31034874051777,1.4170815085293
DA_REER_IPCA,2023Q2,2023-06-30,0,4,0,3.3567849988966,3.09530351784
DA_REER_USD,2016Q3,2016-09-30,0,4,0,-1.9593475375963,4.75903315063836
DA_REER_USD,2017Q1,2017-03-31,0,4,0,3.93802673220733,-2.11768497832005
DA_REER_USD,2017Q2,2017-06-30,0,4,0,3.17587049714518,-3.63727837699797
DA_REER_USD,2021Q4,2021-12-31,0,4,0,4.68597562707878,0.893159677464891
DA_REER_USD,2022Q3,2022-09-30,0,4,0,3.87298394427411,-0.486171412198601
DA_REER_USD,2023Q1,2023-03-31,0,4,0,5.31034874051777,4.79311193451702
DA_REER_USD,2023Q2,2023-06-30,0,4,0,3.3567849988966,2.47752454196819
DA_Retail_Sales,2016Q3,2016-09-30,0,4,0,-1.9593475375963,-7.10110414869779
DA_Retail_Sales,2017Q1,2017-03-31,0,4,0,3.93802673220733,-9.65965500249927
DA_Retail_Sales,2017Q2,2017-06-30,0,4,0,3.17587049714518,9.72971043089708
DA_Retail_Sales,2021Q4,2021-12-31,0,4,0,4.68597562707878,-0.559855303170325
DA_Retail_Sales,2022Q3,2022-09-30,0,4,0,3.87298394427411,-6.37615151489752
DA_Retail_Sales,2023Q1,2023-03-31,0,4,0,5.31034874051777,2.59254808791823
DA_Retail_Sales,2023Q2,2023-06-30,0,4,0,3.3567849988966,0.983023059350706
DA_RETAIL_SALES_US,2021Q4,2021-12-31,4,5,0,4.68597562707878,3.87785015024671
DA_RETAIL_SALES_US,2022Q3,2022-09-30,4,5,0,3.87298394427411,-2.51967460027896
DA_RETAIL_SALES_US,2023Q1,2023-03-31,4,5,0,5.31034874051777,4.61208898234024
DA_RETAIL_SALES_US,2023Q2,2023-06-30,4,5,0,3.3567849988966,0.0626367263669208
DA_Savings,2016Q3,2016-09-30,0,4,0,-1.9593475375963,-4.83455739480622
DA_Savings,2017Q1,2017-03-31,0,4,0,3.93802673220733,-5.27995048240191
DA_Savings,2017Q2,2017-06-30,0,4,0,3.17587049714518,-2.5272904668865
DA_Savings,2021Q4,2021-12-31,0,4,0,4.68597562707878,9.99642597819023
DA_Savings,2022Q3,2022-09-30,0,4,0,3.87298394427411,14.1633354338572
DA_Savings,2023Q1,2023-03-31,0,4,0,5.31034874051777,-4.69311955961083
DA_Savings,2023Q2,2023-06-30,0,4,0,3.3567849988966,6.28321800792673
DA_Selic,2016Q3,2016-09-30,0,3,0,-1.9593475375963,-1.36105950300962
DA_Selic,2017Q1,2017-03-31,0,3,0,3.93802673220733,-4.24153611315683
DA_Selic,2017Q2,2017-06-30,0,3,0,3.17587049714518,3.03997764191083
DA_Selic,2021Q4,2021-12-31,0,3,0,4.68597562707878,-11.2939391984609
DA_Selic,2022Q3,2022-09-30,0,3,0,3.87298394427411,-1.54791475340087
DA_Selic,2023Q1,2023-03-31,0,3,0,5.31034874051777,-0.227747096467514
DA_Selic,2023Q2,2023-06-30,0,3,0,3.3567849988966,-0.0503522536525967
DA_Steel,2016Q3,2016-09-30,0,4,0,-1.9593475375963,-5.20254183067654
DA_Steel,2017Q1,2017-03-31,0,4,0,3.93802673220733,-2.77875450237277
DA_Steel,2017Q2,2017-06-30,0,4,0,3.17587049714518,-6.15884089175107
DA_Steel,2021Q4,2021-12-31,0,4,0,4.68597562707878,-6.98551730738292
DA_Steel,2022Q3,2022-09-30,0,4,0,3.87298394427411,-5.43191139336727
DA_Steel,2023Q1,2023-03-31,0,4,0,5.31034874051777,2.19056768546353
DA_Steel,2023Q2,2023-06-30,0,4,0,3.3567849988966,2.16979158161619
DA_TRUCK_IMP_US,2016Q3,2016-09-30,0,4,0,-1.9593475375963,7.1324523666345
DA_TRUCK_IMP_US,2017Q1,2017-03-31,0,4,0,3.93802673220733,-4.97776705711668
DA_TRUCK_IMP_US,2017Q2,2017-06-30,0,4,0,3.17587049714518,-2.69440028647754
DA_TRUCK_IMP_US,2021Q4,2021-12-31,0,4,0,4.68597562707878,2.98715888354684
DA_TRUCK_IMP_US,2022Q3,2022-09-30,0,4,0,3.87298394427411,4.35872162922863
DA_TRUCK_IMP_US,2023Q1,2023-03-31,0,4,0,5.31034874051777,0.462635613167834
DA_TRUCK_IMP_US,2023Q2,2023-06-30,0,4,0,3.3567849988966,1.25847182213791
DA3m_AUTO_SALES_US,2016Q3,2016-09-30,0,3,0,-1.9593475375963,-5.76116006718912
DA3m_AUTO_SALES_US,2017Q1,2017-03-31,0,3,0,3.93802673220733,-5.121270600216
DA3m_AUTO_SALES_US,2017Q2,2017-06-30,0,3,0,3.17587049714518,1.38016838442171
DA3m_AUTO_SALES_US,2021Q4,2021-12-31,0,3,0,4.68597562707878,-11.3012352061046
DA3m_AUTO_SALES_US,2022Q3,2022-09-30,0,3,0,3.87298394427411,-9.98181853820389
DA3m_AUTO_SALES_US,2023Q1,2023-03-31,0,3,0,5.31034874051777,1.57945972570363
DA3m_AUTO_SALES_US,2023Q2,2023-06-30,0,3,0,3.3567849988966,3.3478505770607
